pool,rank,player,label,ue_chart,ue_api,wr_chart,wr_api,n_chart,n_api,ratio_chart,ratio_api,ce_chart,ce_api,wv_chart,wv_api,band_chart,band_api
Tour,40,G. Diallo,,22.26,19.78,19.08,16.59,14.0,97,0.857,0.839,False,False,True,True,defensive,defensive
Tour,41,T. Machac,Solid Baseliner,18.34,16.78,18.84,15.97,31.0,87,1.027,0.952,False,False,True,True,even,even
Tour,42,A. Michelsen,Solid Baseliner,14.48,15.71,17.21,14.9,17.0,125,1.189,0.948,True,True,True,False,attacking,even
Tour,44,M. Navone,Counter Puncher,19.72,17.32,10.98,10.94,12.0,96,0.557,0.631,False,False,False,False,defensive,defensive
Tour,45,A. Mannarino,,18.6,15.88,13.48,11.82,70.0,114,0.725,0.744,False,True,False,False,defensive,defensive
Tour,46,S. Korda,Solid Baseliner,19.19,14.91,17.43,16.53,49.0,83,0.908,1.109,False,True,True,True,even,attacking
Tour,47,M. Cilic,Big Server | Solid Baseliner,20.26,18.36,19.0,17.92,84.0,57,0.938,0.976,False,False,True,True,even,even
Tour,47,G. Dimitrov,Solid Baseliner | All-Court Player,17.97,15.24,17.62,17.74,174.0,82,0.981,1.164,False,True,True,True,even,attacking
Tour,48,E. Quinn,Solid Baseliner,20.29,17.26,16.95,17.48,10.0,85,0.835,1.013,False,False,True,True,defensive,even
Tour,49,F. Marozsan,Attacking Baseliner,18.5,16.37,22.19,15.36,24.0,104,1.199,0.938,False,False,True,False,attacking,even
Tour,51,T. Atmane,Attacking Baseliner,29.67,18.21,22.97,16.43,1.0,78,0.774,0.902,False,False,True,True,defensive,even
Tour,52,N. Borges,,17.94,17.14,13.85,14.69,17.0,105,0.772,0.857,False,False,False,False,defensive,defensive
Tour,53,H. Hurkacz,Big Server,17.62,15.49,18.2,18.26,320.0,72,1.033,1.179,False,True,True,True,even,attacking
Tour,54,B. Van De Zandschulp,,21.03,17.89,16.15,15.22,111.0,108,0.768,0.851,False,False,True,False,defensive,defensive
Tour,55,V. Kopriva,Counter Puncher,19.95,17.76,13.87,13.79,3.0,80,0.695,0.777,False,False,False,False,defensive,defensive
Tour,57,M. Fucsovics,Counter Puncher,19.51,17.73,13.43,14.45,42.0,75,0.688,0.815,False,False,False,False,defensive,defensive
Tour,57,T. M. Etcheverry,,15.48,12.65,15.73,12.92,24.0,112,1.016,1.021,True,True,False,False,even,even
Tour,58,G. Mpetshi Perricard,Big Server | Attacking Baseliner,18.76,15.49,28.35,21.24,29.0,101,1.511,1.372,False,True,True,True,attacking,attacking
Tour,59,K. Majchrzak,Solid Baseliner,14.29,13.79,15.21,14.12,6.0,78,1.064,1.023,False,True,False,False,even,even
Tour,59,Y. Hanfmann,Solid Baseliner,18.71,16.69,18.71,17.23,15.0,108,1.0,1.032,False,False,True,True,even,even
Tour,60,R. Opelka,Big Server | Attacking Baseliner,20.15,19.23,25.43,21.95,57.0,70,1.262,1.141,False,False,True,True,attacking,attacking
Tour,60,A. Popyrin,Attacking Baseliner,18.13,15.68,19.91,17.86,34.0,99,1.098,1.139,False,True,True,True,even,attacking
Tour,61,C. Ugo Carabelli,,16.63,16.1,11.52,12.64,9.0,81,0.693,0.785,False,False,False,False,defensive,defensive
Tour,63,J. Brooksby,Counter Puncher | All-Court Player,16.05,15.61,12.66,13.68,30.0,62,0.789,0.876,False,True,False,False,defensive,defensive
Tour,63,A. Cazaux,,17.76,15.94,18.2,16.72,12.0,58,1.025,1.049,False,True,True,True,even,even
Tour,64,D. Altmaier,Solid Baseliner,19.03,15.93,17.36,15.47,22.0,100,0.912,0.971,False,True,True,False,even,even
Tour,65,S. Baez,Counter Puncher,20.0,16.29,14.51,12.78,50.0,100,0.726,0.784,False,False,False,False,defensive,defensive
Tour,66,L. Sonego,Attacking Baseliner | All-Court Player,17.67,14.41,18.18,16.25,44.0,100,1.029,1.128,False,True,True,True,even,attacking
Tour,67,H. Medjedovic,Attacking Baseliner,21.99,17.44,20.95,18.97,10.0,83,0.953,1.088,False,False,True,True,even,even
Tour,68,G. Monfils,Solid Baseliner,18.23,15.07,16.92,16.14,134.0,67,0.928,1.071,False,True,True,True,even,even
Tour,69,T. A. Tirante,,19.32,17.33,12.31,16.67,3.0,85,0.637,0.962,False,False,False,True,defensive,even
Tour,70,M. Kecmanovic,Solid Baseliner,14.24,12.97,14.52,13.93,48.0,104,1.02,1.074,True,True,False,False,even,even
Tour,71,V. Royer,,19.17,15.84,15.96,15.07,5.0,79,0.833,0.951,False,True,True,False,defensive,even
Tour,72,J. M. Cerundolo,,17.85,16.43,10.16,15.04,7.0,77,0.569,0.915,False,False,False,False,defensive,even
Tour,75,S. Tsitsipas,All-Court Player,16.54,15.87,18.12,17.04,200.0,96,1.096,1.074,False,True,True,True,even,even
Tour,77,M. Giron,Solid Baseliner,17.18,14.52,15.22,13.91,30.0,109,0.886,0.958,False,True,False,False,defensive,even
Tour,78,M. Trungelliti,Counter Puncher,21.4,18.36,12.18,14.97,2.0,68,0.569,0.816,False,False,False,False,defensive,defensive
Tour,79,F. Misolic,Solid Baseliner,14.87,15.57,15.93,14.56,5.0,57,1.071,0.935,False,True,True,False,even,even
Tour,79,D. Prizmic,,16.89,17.09,13.56,14.7,5.0,65,0.803,0.86,False,False,False,False,defensive,defensive
Tour,80,M. Bellucci,,19.42,19.1,15.14,15.34,10.0,102,0.78,0.803,False,False,False,False,defensive,defensive
Tour,82,S. Ofner,Solid Baseliner,22.37,18.64,17.39,17.94,9.0,86,0.777,0.962,False,False,True,True,defensive,even
Tour,83,J-L. Struff,Attacking Baseliner | All-Court Player,17.48,16.68,20.74,17.6,47.0,101,1.186,1.055,False,False,True,True,attacking,even
Tour,84,R. Collignon,,18.78,15.24,14.91,15.01,6.0,61,0.794,0.985,False,True,False,False,defensive,even
Tour,85,A. Shevchenko,,19.8,17.04,15.34,14.27,20.0,108,0.775,0.837,False,False,False,False,defensive,defensive
Tour,86,J. Duckworth,Attacking Baseliner,17.33,18.39,17.89,14.82,10.0,97,1.032,0.806,False,False,True,False,even,defensive
Tour,87,D. Dzumhur,Counter Puncher,20.35,16.26,14.13,12.76,12.0,84,0.694,0.784,False,False,False,False,defensive,defensive
Tour,90,Z. Svajda,,13.13,14.37,13.13,15.71,3.0,88,1.0,1.093,False,True,False,False,even,even
Tour,91,P. Carreno-Busta,,16.05,15.43,15.54,13.6,42.0,71,0.968,0.881,False,True,False,False,even,defensive
Tour,91,Q. Halys,Big Server | Attacking Baseliner,19.06,16.75,25.2,19.81,13.0,102,1.322,1.182,False,False,True,True,attacking,attacking
Tour,94,R. Safiullin,Solid Baseliner,22.56,16.33,17.39,16.33,15.0,92,0.771,1,False,False,True,True,defensive,even
Tour,95,L. Djere,Solid Baseliner,22.1,19.23,16.86,13.76,31.0,60,0.763,0.716,False,False,True,False,defensive,defensive
Tour,95,A. Kovacevic,Attacking Baseliner,18.97,16.44,18.15,17.89,12.0,113,0.957,1.088,False,False,True,True,even,even
Tour,96,R. Hijikata,Attacking Baseliner,16.72,15,18.37,14.83,12.0,113,1.099,0.989,False,True,True,False,even,even
Tour,97,T. Schoolkate,,17.49,16.3,15.03,16.6,3.0,82,0.859,1.018,False,False,False,True,defensive,even
Tour,97,L. van Assche,,13.55,15.78,16.17,12.68,7.0,82,1.193,0.804,False,True,True,False,attacking,defensive
Tour,98,R. Bautista-Agut,,15.39,14.46,13.93,11.68,79.0,100,0.905,0.808,True,True,False,False,even,defensive
Tour,98,C. Taberner,Counter Puncher,14.87,17.26,10.13,11.52,2.0,30,0.681,0.668,False,False,False,False,defensive,defensive
Tour,99,A. Vukic,Attacking Baseliner,19.26,15.22,18.84,15.93,14.0,126,0.978,1.047,False,True,True,True,even,even
Tour,100,M. Berrettini,Big Server,19.34,16.05,21.23,17.52,94.0,86,1.098,1.092,False,False,True,True,even,even
Tour,101,B. Bonzi,Solid Baseliner,16.39,16.38,15.63,15.23,11.0,82,0.954,0.93,False,False,False,False,even,even
Tour,102,J. De Jong,Attacking Baseliner | All-Court Player,16.11,15.82,17.5,17.67,34.0,97,1.086,1.117,False,True,True,True,even,attacking
Tour,103,A. Walton,,11.05,14.38,11.61,13.83,2.0,105,1.051,0.962,False,True,False,False,even,even
Tour,104,C. Garin,Counter Puncher,20.61,17.33,15.48,13.54,27.0,65,0.751,0.781,False,False,False,False,defensive,defensive
Tour,105,A. Muller,,19.73,15.6,14.6,12.88,13.0,93,0.74,0.826,False,True,False,False,defensive,defensive
Tour,106,M. Arnaldi,Solid Baseliner,20.96,16.4,18.62,15.96,21.0,97,0.888,0.973,False,False,True,True,defensive,even
Tour,107,B. Coric,,19.44,15.8,15.05,13.75,52.0,38,0.774,0.87,False,True,False,False,defensive,defensive
Tour,108,E. Nava,Attacking Baseliner,23.69,22.33,19.84,18.53,5.0,75,0.837,0.83,False,False,True,True,defensive,defensive
Tour,113,J. Thompson,Solid Baseliner,16.95,14.13,16.46,15.02,29.0,59,0.971,1.063,False,True,True,False,even,even
Tour,114,F. Comesana,Attacking Baseliner,17.74,16.59,18.06,15.84,9.0,80,1.018,0.955,False,False,True,True,even,even
Tour,115,M. Damm,Attacking Baseliner,15.36,20.55,25.49,23.14,2.0,56,1.66,1.126,False,False,True,True,attacking,attacking
Tour,116,Y. Nishioka,,16.26,11.85,13.12,11.71,41.0,47,0.807,0.989,False,True,False,False,defensive,even
Tour,117,N. Basilashvili,,25.15,22.28,17.27,17.59,31.0,81,0.687,0.789,False,False,True,True,defensive,defensive
Tour,118,H. Gaston,Counter Puncher,15.51,15.64,13.2,14.51,12.0,95,0.851,0.928,True,True,False,False,defensive,even
Tour,119,D. Goffin,,18.24,15.75,15.53,13.71,75.0,80,0.851,0.87,False,True,False,False,defensive,defensive
Tour,123,J. Fearnley,Attacking Baseliner | All-Court Player,14.66,19.9,17.92,16.44,3.0,80,1.222,0.826,False,False,True,True,attacking,defensive
Tour,125,S. Wawrinka,Solid Baseliner,19.34,18.29,17.94,15.65,137.0,54,0.928,0.856,False,False,True,False,even,defensive
Tour,127,O. Virtanen,Attacking Baseliner,20.55,18.37,19.13,18.86,11.0,75,0.931,1.027,False,False,True,True,even,even
Tour,128,R. Carballes Baena,Counter Puncher,13.89,12.9,11.98,11.99,24.0,92,0.862,0.929,True,True,False,False,defensive,even
Tour,129,M. McDonald,,18.16,16,13.65,13.59,25.0,88,0.752,0.849,False,True,False,False,defensive,defensive
Tour,130,S. Mochizuki,All-Court Player,21.29,18.59,15.35,15.29,2.0,69,0.721,0.823,False,False,False,False,defensive,defensive
Tour,132,D. Lajovic,Solid Baseliner,19.02,15.22,15.1,13.86,42.0,92,0.794,0.911,False,True,False,False,defensive,even
Tour,133,H. Dellien,,18.46,18.74,13.37,13.79,9.0,61,0.724,0.736,False,False,False,False,defensive,defensive
Tour,133,N. Jarry,Attacking Baseliner,23.62,19.08,25.36,18.8,48.0,68,1.074,0.985,False,False,True,True,even,even
Tour,134,T. Barrios Vera,,24.3,19.03,13.46,13.55,4.0,64,0.554,0.712,False,False,False,False,defensive,defensive
Tour,136,P. Martinez,,15.71,14.41,13.88,12.15,30.0,94,0.884,0.844,True,True,False,False,defensive,defensive
Tour,138,F. Fognini,,23.0,19.29,16.39,14.51,47.0,39,0.713,0.752,False,False,True,False,defensive,defensive
Tour,138,F. Passaro,Solid Baseliner,31.27,17.09,16.84,15.97,2.0,44,0.539,0.934,False,False,True,True,defensive,even
Tour,141,S. Travaglia,,27.05,17.54,9.84,14.93,1.0,60,0.364,0.851,False,False,False,False,defensive,defensive
Tour,141,L. Klein,Attacking Baseliner | All-Court Player,19.85,17.77,19.65,16.61,3.0,55,0.99,0.935,False,False,True,True,even,even
Tour,147,D. Koepfer,,17.97,13.67,15.66,13.4,11.0,26,0.871,0.98,False,True,False,False,defensive,even
Tour,148,B. Harris,,20.18,18.16,11.14,15.08,3.0,94,0.552,0.83,False,False,False,False,defensive,defensive
Tour,150,C. O'Connell,,19.17,16.1,15.82,16.02,16.0,91,0.825,0.995,False,False,True,True,defensive,even
Tour,150,C. Wong,Big Server | Attacking Baseliner,15.56,18.98,18.22,18.1,3.0,84,1.171,0.953,False,False,True,True,attacking,even
Tour,151,L. Nardi,,20.76,18.44,14.36,12.97,8.0,74,0.692,0.704,False,False,False,False,defensive,defensive
Tour,152,Y. Bu,,,15.4,,13.95,,92,,0.906,False,True,False,False,n/a,even
Tour,153,F. Coria,Counter Puncher,17.89,14.58,11.36,10.23,10.0,28,0.635,0.702,False,True,False,False,defensive,defensive
Tour,154,P. Herbert,Attacking Baseliner | All-Court Player,16.71,18.87,19.37,19.02,15.0,69,1.159,1.008,False,False,True,True,attacking,even
Tour,154,G. Zeppieri,,20.65,18.61,13.77,17.85,3.0,52,0.667,0.959,False,False,False,True,defensive,even
Tour,154,N. Basavareddy,Attacking Baseliner | All-Court Player,13.74,17.4,16.4,14.72,20.0,70,1.194,0.846,True,False,True,False,attacking,defensive
Tour,155,D. E. Galan,,17.16,16.5,13.92,12.87,14.0,74,0.811,0.78,False,False,False,False,defensive,defensive
Tour,161,Y. Watanuki,Big Server | Attacking Baseliner,21.15,21.65,19.0,19.05,3.0,41,0.898,0.88,False,False,True,True,defensive,defensive
Tour,167,H. Mayot,All-Court Player,16.75,15.62,12.92,13.51,2.0,65,0.771,0.865,False,True,False,False,defensive,defensive
Tour,168,N. Mejia,,16.14,18.61,11.86,13.22,4.0,52,0.735,0.711,False,False,False,False,defensive,defensive
Tour,169,A. Bolt,,23.56,18.07,17.82,18.43,3.0,68,0.756,1.02,False,False,True,True,defensive,even
Tour,169,C. H. Tseng,Attacking Baseliner,12.24,15.87,14.74,12.75,3.0,81,1.204,0.803,False,True,False,False,attacking,defensive
Tour,171,E. Ymer,,28.12,16.83,12.75,14.02,2.0,58,0.453,0.833,False,False,False,False,defensive,defensive
Tour,172,T. Monteiro,Attacking Baseliner,15.27,17.7,16.51,15.85,13.0,70,1.081,0.896,True,False,True,True,even,defensive
Tour,175,H. Grenier,Attacking Baseliner,15.91,15.37,16.76,13.5,3.0,46,1.053,0.879,False,True,True,False,even,defensive
Tour,179,Y. Wu,,18.56,19.61,17.83,14.95,6.0,55,0.961,0.762,False,False,True,False,even,defensive
Tour,179,F. Diaz Acosta,,14.82,19.16,15.57,14,4.0,69,1.051,0.731,False,False,False,False,even,defensive
Tour,182,R. Gasquet,,14.53,11.72,15.93,14.5,95.0,28,1.096,1.237,True,True,True,False,even,attacking
Tour,182,C. Eubanks,Attacking Baseliner,21.81,15.77,20.25,16.41,17.0,37,0.928,1.041,False,True,True,True,even,even
Tour,185,D. Evans,Attacking Baseliner | All-Court Player,14.06,16.26,16.37,13.23,32.0,56,1.164,0.814,True,False,True,False,attacking,defensive
Tour,194,B. Tomic,Attacking Baseliner,17.35,16.86,17.98,13.91,31.0,55,1.036,0.825,False,False,True,False,even,defensive
Tour,195,J. Kubler,Solid Baseliner,19.52,12.66,15.72,12.71,6.0,12,0.805,1.005,False,True,False,False,defensive,even
Tour,195,J. Rodionov,Attacking Baseliner,24.16,17.45,19.7,14.94,2.0,62,0.815,0.856,False,False,True,False,defensive,defensive
Tour,197,C. Lestienne,,16.36,16.43,14.64,12.92,3.0,15,0.895,0.787,False,False,False,False,defensive,defensive
Tour,202,A. Molcan,Counter Puncher,18.34,18.2,12.91,13.46,11.0,43,0.704,0.739,False,False,False,False,defensive,defensive
Tour,203,M. Krueger,All-Court Player,16.41,19.57,9.16,14.63,2.0,56,0.558,0.748,False,False,False,False,defensive,defensive
Tour,220,L. Harris,Big Server,21.06,17.92,16.04,17.28,8.0,41,0.762,0.964,False,False,True,True,defensive,even
Tour,228,M. Cecchinato,Solid Baseliner,19.96,19.42,17.79,16.5,18.0,60,0.891,0.85,False,False,True,True,defensive,defensive
Tour,235,K. Coppejans,,20.74,21.43,14.07,14.13,1.0,54,0.678,0.659,False,False,False,False,defensive,defensive
Tour,238,K. Nishikori,Counter Puncher,17.63,17.35,14.86,14.12,72.0,37,0.843,0.814,False,False,False,False,defensive,defensive
Tour,239,Z. Zhang,Attacking Baseliner,18.94,15.46,18.41,16.56,26.0,73,0.972,1.072,False,True,True,True,even,even
Tour,243,D. Stricker,Attacking Baseliner,16.23,17.93,19.39,15.78,3.0,33,1.195,0.88,False,False,True,True,attacking,defensive
Tour,244,H. Habib,,15.85,21.54,14.63,16.95,1.0,26,0.923,0.787,False,False,False,True,even,defensive
Tour,244,M. Huesler,Attacking Baseliner,16.48,16.25,16.95,16.08,7.0,53,1.029,0.99,False,False,True,True,even,even
Tour,247,T. Seyboth Wild,Solid Baseliner,20.61,16.12,16.74,16.37,16.0,73,0.812,1.015,False,False,True,True,defensive,even
Tour,252,S. Kwon,Solid Baseliner,18.73,17.24,16.34,16.47,6.0,32,0.872,0.956,False,False,True,True,defensive,even
Tour,255,J. P. Varillas,,19.09,20.41,14.47,13.14,9.0,33,0.758,0.644,False,False,False,False,defensive,defensive
Tour,259,B. Hassan,Attacking Baseliner,8.94,21.86,15.45,18.95,1.0,55,1.728,0.867,False,False,False,True,attacking,defensive
Tour,269,A. Martin,,20.04,18.95,13.62,12.65,4.0,68,0.68,0.668,False,False,False,False,defensive,defensive
Tour,275,S. Nagal,,20.77,17.29,11.43,11.06,4.0,65,0.55,0.64,False,False,False,False,defensive,defensive
Tour,281,M. Kukushkin,,17.51,18.45,14.28,11.84,17.0,69,0.816,0.642,False,False,False,False,defensive,defensive
Tour,285,M. Mmoh,,13.73,18.91,12.25,14.05,5.0,37,0.892,0.743,False,False,False,False,defensive,defensive
Tour,293,B. Gojo,Big Server,22.63,19.58,18.42,17.45,1.0,41,0.814,0.891,False,False,True,True,defensive,defensive
Tour,296,N. Gombos,Solid Baseliner,20.1,23.43,15.88,12.54,3.0,36,0.79,0.535,False,False,True,False,defensive,defensive
Tour,306,Y. Uchiyama,Attacking Baseliner,10.86,20.93,17.23,15.79,3.0,45,1.587,0.755,False,False,True,True,attacking,defensive
Tour,330,T. Daniel,,17.48,13.92,12.73,13.22,12.0,81,0.728,0.949,False,True,False,False,defensive,even
Tour,334,A. Vavassori,Solid Baseliner,17.61,14.96,15.93,15.86,6.0,24,0.905,1.06,False,True,True,True,even,even
Tour,340,D. Schwartzman,,18.95,13.62,11.82,12.15,49.0,12,0.624,0.893,False,True,False,False,defensive,defensive
Tour,406,J. Shang,Solid Baseliner,18.06,14,17.14,14.97,11.0,64,0.949,1.069,False,True,True,False,even,even
Tour,430,R. Albot,Counter Puncher,16.78,18.27,12.47,13.16,18.0,53,0.743,0.72,False,False,False,False,defensive,defensive
Tour,431,F. Bagnis,,24.36,17.36,14.2,12.08,5.0,22,0.583,0.696,False,False,False,False,defensive,defensive
Tour,446,M. Marterer,,18.67,17.2,16.05,14.06,7.0,35,0.86,0.817,False,False,True,False,defensive,defensive
Tour,454,T. Kokkinakis,Big Server,16.37,14.66,17.58,17.32,28.0,32,1.074,1.182,False,True,True,True,even,attacking
Tour,454,P. Kotov,,15.65,16.59,12.71,14.11,7.0,68,0.812,0.85,False,False,False,False,defensive,defensive
Tour,515,J. Kovalik,,18.36,18.74,15.57,16.91,5.0,25,0.848,0.902,False,False,False,True,defensive,even
Tour,617,M. Ymer,Counter Puncher,17.14,17.85,12.1,13.27,14.0,4,0.706,0.743,False,False,False,False,defensive,defensive
Tour,639,H. Chung,Counter Puncher,19.62,22.97,11.88,13.07,12.0,21,0.606,0.569,False,False,False,False,defensive,defensive
Tour,664,A. Dougaz,,,18.46,,15.16,,22,,0.821,False,False,False,False,n/a,defensive
Tour,670,N. Kyrgios,Big Server,16.6,15.55,24.0,19.02,118.0,6,1.446,1.223,False,False,True,True,attacking,attacking
Tour,697,B. Balleret,,28.13,,8.33,,1.0,0,0.296,,False,False,False,False,defensive,n/a
Tour,1067,G. Brouwer,All-Court Player,18.23,12.38,14.34,12.07,16.0,21,0.787,0.975,False,True,False,False,defensive,even
